polaridad,subjetividad,sentimiento,word_count
-0.4019,0.45,neu,19
0.0,0.49551282051282053,neu,20
0.2878,0.3,neu,19
-0.9136,0.5285714285714286,neg,11
-0.2263,0.0,neu,7
-0.9477,0.2,neg,18
-0.7184,0.6,neg,21
0.0772,0.4,neu,28
-0.2298,0.95,neu,5
-0.2732,0.0,neu,9
0.3612,0.75,neu,9
-0.4215,0.5333333333333333,neu,14
0.4019,0.8,neu,11
-0.296,0.6,neu,10
0.0,0.0,neu,4
0.0341,0.65,neu,27
0.128,0.0,neu,9
-0.5106,0.0,neg,2
0.8074,0.39999999999999997,pos,22
-0.6369,0.5,neg,21
-0.0772,0.5499999999999999,neu,14
-0.6597,0.0,neg,4
-0.8555,0.6222222222222222,neg,20
-0.8837,0.5700000000000001,neg,29
0.765,0.2833333333333334,pos,18
-0.8625,0.6166666666666667,neg,24
-0.5719,0.5599999999999999,neg,15
-0.0516,0.125,neu,10
-0.8658,0.6678571428571429,neg,27
0.5106,0.65,pos,18
-0.5994,0.23333333333333334,neg,19
-0.8316,0.0,neg,8
0.3182,0.8944444444444444,neu,8
0.6757,0.49166666666666664,pos,15
-0.5106,0.0,neg,2
-0.3612,0.2,neu,16
-0.6124,0.0,neg,15
-0.923,0.5833333333333334,neg,24
-0.8402,0.3533333333333333,neg,23
0.5106,0.25,pos,8
-0.3612,0.125,neu,22
0.5759,0.7000000000000001,pos,25
-0.743,0.4,neg,22
0.0,0.8,neu,10
